id,pagerank,coreness,constraint,effective_size,degree,name,ml_target
25,1.0759839680245179e-05,12,0.07948822719735471,13.948629689237988,14,kidbai,0
26,9.155512056366341e-06,7,0.14514809935368217,6.992032927484293,7,Micanss,0
27,9.155512056366341e-06,24,0.018638002013407526,69.87854190003462,70,hepin1989,0
28,9.155512056366341e-06,1,1.0,1.0,1,ashphy,0
29,9.155512056366341e-06,2,0.500266315256062,1.99973373307893,2,soberanes,0
30,9.155512056366341e-06,6,0.16773683775467163,5.996795767594256,6,rajatpatel2113,0
31,9.155512056366341e-06,7,0.14733508563905118,6.985100986592867,7,ehlxr,0
32,9.155512056366341e-06,2,0.5,2.0,2,city292,1
33,9.155512056366341e-06,2,0.5718114991617528,1.9321236559139785,2,riverphoenix,1
34,9.155512056366341e-06,4,0.25,4.0,4,AnqiYang,1
35,9.155512056366341e-06,22,0.04074779594241588,26.955550524423014,27,CN-Sean,0
36,9.155512056366341e-06,19,0.04568151518216282,22.975737450092517,23,Myoursky,0
37,9.155512056366341e-06,1,1.0,1.0,1,ariepratama,1
38,9.155512056366341e-06,32,0.010172963388680203,126.88056193313827,127,linjunpop,0
39,9.649576150540336e-06,1,1.0,1.0,1,MLoughry,0
40,9.155512056366341e-06,4,0.20082743996131788,4.997935421833865,5,bombworm,0
41,9.155512056366341e-06,7,0.1482594696488269,6.981370646016813,7,kmiladi,0
42,9.155512056366341e-06,27,0.020898350250132907,54.93777296855886,55,indreklasn,0
43,3.0750431118202236e-05,7,0.13049317059929685,7.979498279677955,8,littlexiang,0
44,9.155512056366341e-06,2,0.5,2.0,2,tannersteele,0
45,9.155512056366341e-06,2,0.3333333333333333,3.0,3,FantinBibas,0
46,9.355055298978009e-06,3,0.33374185198443823,2.999387511791217,3,ngothanhtai,0
47,1.045254293101824e-05,1,1.0,1.0,1,diluga,0
48,9.155512056366341e-06,2,0.5,2.0,2,ForrestPi,0
49,9.155512056366341e-06,3,0.2176594132855382,4.95985152190052,5,sorenbouma,1
50,9.155512056366341e-06,2,0.5085718394804706,1.9914976335361732,2,th3brink,0
51,9.155512056366341e-06,5,0.22284444444444446,4.946666666666667,5,damianlajara,0
52,9.155512056366341e-06,18,0.039088251497213185,30.9033209258256,31,DQNEO,0
53,9.155512056366341e-06,2,0.5019558951829155,1.9980462037584372,2,carloseberhardt,0
54,9.155512056366341e-06,1,1.0,1.0,1,moraispgsi,0
55,9.155512056366341e-06,3,0.33542006911545885,2.996882179946696,3,crispe1586,0
56,8.103115642614786e-05,21,0.012514190242407892,87.96044184148006,88,TarrySingh,1
57,9.155512056366341e-06,1,1.0,1.0,1,gideonheilbron,0
58,9.155512056366341e-06,6,0.19427162729018835,6.840461086104985,7,roalcantara,0
59,9.155512056366341e-06,1,1.0,1.0,1,novinsh,1
60,9.155512056366341e-06,1,1.0,1.0,1,XiaocongDong,0
61,9.155512056366341e-06,20,0.04998947866641482,20.97637897513702,21,muhammadfaizan,0
62,9.155512056366341e-06,1,1.0,1.0,1,bigzhao,1
63,9.155512056366341e-06,1,1.0,1.0,1,guillecro,0
64,9.155512056366341e-06,1,1.0,1.0,1,7772,0
65,9.155512056366341e-06,3,0.3334985988123868,2.9997521714331747,3,paranoiasystem,0
66,9.155512056366341e-06,4,0.2566188263975266,3.987092816968416,4,Endika,0
67,9.155512056366341e-06,21,0.039165117449743665,26.972329042855538,27,jasperblues,0
68,9.155512056366341e-06,4,0.26113263359553124,3.9780429122534384,4,ogirginc,0
69,9.187320346123499e-06,9,0.08506314991668551,11.989895269740453,12,shogochiai,0
70,9.155512056366341e-06,1,1.0,1.0,1,TinaBryan,0
71,9.155512056366341e-06,3,0.338754914379204,2.9919394172763445,3,iksnae,0
72,9.155512056366341e-06,6,0.1727847207754845,5.9819835907335905,6,mafellows,1
73,0.00013056161628316264,34,0.0019629421809804286,1266.8307820000311,1267,kentcdodds,0
74,9.155512056366341e-06,5,0.16857309906739432,5.994373310570494,6,DennisWanjiru,0
75,9.155512056366341e-06,12,0.06471899765651491,17.926666094425837,18,rupesh1310,0
76,9.155512056366341e-06,4,0.2601367863321799,3.9801470588235297,4,ayberkanilatsiz,0
77,9.155512056366341e-06,1,1.0,1.0,1,fangying,1
78,1.6470771437219412e-05,11,0.07356608591531356,14.952819156222816,15,rozentill,1
79,9.155512056366341e-06,1,1.0,1.0,1,talentkeychen,1
80,1.7688195054256036e-05,1,1.0,1.0,1,lilosir,0
81,1.1627693819163052e-05,16,0.05448557086008738,18.982981290250503,19,g8up,0
82,9.155512056366341e-06,2,0.5,2.0,2,shz2050,0
83,9.155512056366341e-06,6,0.14317162991223828,6.9989008258026795,7,Bjoux2,1
84,9.155512056366341e-06,2,0.5,2.0,2,MasihKarimi,0
85,9.155512056366341e-06,5,0.20121878567043738,4.996969066444722,5,SeunghunSunmoonLee,0
86,3.103640138106613e-05,21,0.02702870428749347,53.81256298835813,54,milon,0
87,9.155512056366341e-06,16,0.046396197767266834,23.94838485016787,24,fernandojsg,0
88,7.733652650866264e-05,18,0.028961432840858913,43.90301682430968,44,keyvanakbary,0
89,9.155512056366341e-06,4,0.20639601099137914,4.984349046032252,5,MarcoCabazal,0
90,9.155512056366341e-06,3,0.20000000000000004,5.0,5,hisrg,1
91,9.155512056366341e-06,2,0.5,2.0,2,timmo001,0
92,9.155512056366341e-06,24,0.02123321139406478,54.9276225035892,55,AD7six,0
93,9.155512056366341e-06,1,1.0,1.0,1,pragyandas,0
94,0.00019934960063413678,34,0.01036552516366807,143.85071903847316,144,starkwang,0
95,9.155512056366341e-06,1,1.0,1.0,1,rubensfernandes,0
96,9.155512056366341e-06,1,1.0,1.0,1,stoprocent,0
97,9.155512056366341e-06,8,0.1156909205154995,8.979665312922798,9,pmn,0
98,9.155512056366341e-06,17,0.04552304990412622,22.977891002136356,23,aviflax,0
99,9.155512056366341e-06,12,0.056001579025874326,18.970207848031425,19,paulgureghian,1
100,9.187320346123499e-06,1,1.0,1.0,1,Silic0nS0ldier,0
101,9.155512056366341e-06,18,0.022231947957583677,46.97869605309819,47,mingkin,1
102,9.155512056366341e-06,2,0.5,2.0,2,ferschke,1
103,9.155512056366341e-06,3,0.44857339695137305,2.840873015873016,3,git-kale,1
104,1.2275274676720022e-05,7,0.127717509211995,7.989313347949688,8,helexy22,1
105,9.155512056366341e-06,9,0.0929670959645936,12.917610277728803,13,rioastamal,0
106,9.155512056366341e-06,5,0.22199709923841882,4.948212873939306,5,jvperrin,0
107,0.00022444693234931052,20,0.032831755766409,46.77809195142687,47,iblancasa,0
108,9.155512056366341e-06,12,0.053029116119173915,22.903583571260846,23,HYPJUDY,1
109,9.155512056366341e-06,4,0.33067272143115295,3.8539707419017764,4,ellenmellon,1
110,9.155512056366341e-06,6,0.1690412556019968,5.992955508423315,6,qingbusheng,0
111,9.155512056366341e-06,2,0.5,2.0,2,luizjr,0
112,9.155512056366341e-06,1,1.0,1.0,1,pikanglong,0
113,9.155512056366341e-06,5,0.17464214634307196,6.899690829086304,7,JohnMars,0
114,9.155512056366341e-06,6,0.14503661132686366,6.992466046903582,7,maurodelazeri,0
115,9.155512056366341e-06,5,0.20403517904258034,4.99009186351706,5,sharpstill,1
116,9.155512056366341e-06,7,0.11206611022639718,8.995769931492564,9,myedibleenso,0
117,9.155512056366341e-06,2,0.8410493827160495,1.7222222222222223,2,neelkirit,1
118,9.155512056366341e-06,4,0.19768299716084184,5.915612063391015,6,jicjjang,0
119,9.155512056366341e-06,34,0.009917796455439014,134.88336000730735,135,denysdovhan,0
120,9.155512056366341e-06,20,0.041669772759055895,24.9800154575805,25,nrkfeller,1
121,9.155512056366341e-06,3,0.3333333333333333,3.0,3,thiennn,0
122,9.155512056366341e-06,3,0.3333333333333333,3.0,3,paulhuisman,0
123,1.1970835104005945e-05,1,1.0,1.0,1,quraisahamid,0
124,9.155512056366341e-06,9,0.08488042259105139,11.991002114235757,12,gsw945,0
125,9.155512056366341e-06,13,0.062187820617474326,16.972844180860406,17,Deardrops,0
126,9.155512056366341e-06,5,0.18278552130360973,5.953577144163564,6,Rajat2712,1
127,9.155512056366341e-06,2,0.5,2.0,2,adichad,1
128,9.155512056366341e-06,1,1.0,1.0,1,stephanedenis,0
129,9.155512056366341e-06,10,0.08250189821112004,12.966357270840478,13,thrifus,0
130,9.155512056366341e-06,5,0.25043766198317524,4.881597636459379,5,francisfsjiang,1
131,9.155512056366341e-06,15,0.04279150993469117,26.937250180768633,27,razbakov,0
132,2.216953902778318e-05,3,0.3333333333333333,3.0,3,sawyes,0
133,1.638895635179369e-05,3,0.27069420415224915,3.960294117647059,4,h3nnn4n,1
134,9.155512056366341e-06,14,0.061672388352046664,17.952144910982728,18,nevir,0
135,9.155512056366341e-06,5,0.16978144435080159,5.990776366414606,6,moeinrahimi,0
136,9.155512056366341e-06,3,0.3333333333333333,3.0,3,forhadulislam,0
137,0.00015305041462542273,4,0.20009859119622733,4.9997535997536,5,neu-rah,0
138,9.155512056366341e-06,2,0.5,2.0,2,iriswang1,1
139,9.155512056366341e-06,7,0.10031661048233684,9.99842661214496,10,Marthyn,0
140,9.155512056366341e-06,21,0.03663586439385788,31.924380370114562,32,flavorjones,0
141,9.297006333601093e-06,10,0.07192705680831052,16.903038634218753,17,davidyell,0
142,9.155512056366341e-06,2,0.3333333333333333,3.0,3,adityaas26,0
143,9.155512056366341e-06,6,0.15897473980678986,6.948076343571185,7,rafaelcamaram,0
144,1.0339593687498096e-05,34,0.013563934668426977,77.9724416170398,78,smamran,0
145,9.155512056366341e-06,4,0.2560661339772583,3.9879711771269086,4,anayini,1
146,9.155512056366341e-06,4,0.2619055281426296,3.977065826330532,4,hunkyu,1
147,9.155512056366341e-06,2,0.5024741614730328,1.9975316757635844,2,chaodaqing,0
148,9.155512056366341e-06,3,0.3333333333333333,3.0,3,elPandaFriki,0
149,9.155512056366341e-06,2,0.5,2.0,2,stefanhendriks,0
150,9.155512056366341e-06,8,0.11258313271512115,8.99347914026363,9,BoyWithSilverWings,0
151,9.155512056366341e-06,2,0.5,2.0,2,samehkamaleldin,0
152,9.155512056366341e-06,3,0.3333333333333333,3.0,3,GuanlinLee,1
153,9.155512056366341e-06,1,1.0,1.0,1,kangshaoshun,1
154,9.155512056366341e-06,3,0.3333333333333333,3.0,3,fuse-mars,0
155,9.155512056366341e-06,2,0.5531863414753473,1.9493141289437586,2,dimgold,1
156,9.155512056366341e-06,12,0.0631531520342591,15.994923630858738,16,AndreiRailean,0
157,9.155512056366341e-06,7,0.12847484702223322,8.935877491342856,9,dongrenguang,0
158,9.155512056366341e-06,2,0.6971253904251702,1.8306595365418894,2,LiXiuhong,1
159,9.155512056366341e-06,25,0.012202714311761549,102.90914756597063,103,minrk,0
160,9.155512056366341e-06,1,1.0,1.0,1,sureshsarda,0
161,1.5946688073241863e-05,3,0.3338639418684811,2.9992046643832357,3,mahdiabdolmaleki,0
162,9.155512056366341e-06,6,0.17045931237225403,5.988940379392545,6,alethea,0
163,9.155512056366341e-06,2,0.7002777777777778,1.8166666666666667,2,banixc,0
164,9.155512056366341e-06,8,0.12740800057397103,7.990708131917515,8,besquared,0
165,9.155512056366341e-06,2,0.5,2.0,2,BlackDante,0
166,4.3065014614223706e-05,23,0.021183826344940614,52.944263336488376,53,mohanarunachalam,1
167,9.155512056366341e-06,2,0.5,2.0,2,crosstreet74,0
168,9.155512056366341e-06,19,0.041765264087614065,26.94109374058451,27,LeonardoCardoso,0
169,9.155512056366341e-06,1,1.0,1.0,1,ascode,0
170,9.155512056366341e-06,1,1.0,1.0,1,jakobsandberg,1
171,1.7928152863951842e-05,2,0.5818780545264733,1.9232522796352582,2,asinbow,0
172,9.155512056366341e-06,1,1.0,1.0,1,aarzchan,1
173,9.155512056366341e-06,5,0.20000000000000004,5.0,5,anilkunwar,1
174,9.155512056366341e-06,6,0.15612707440301374,6.956495193344085,7,bushidocodes,0
175,9.155512056366341e-06,23,0.037067835252680835,28.964197616329923,29,davegomez,0
176,9.155512056366341e-06,3,0.3449366247480566,2.9830135543047183,3,SecureCloud-biz,0
177,9.155512056366341e-06,5,0.17026338683342973,5.989330863121186,6,ibnujakaria,0
178,9.155512056366341e-06,6,0.1487895894507796,6.980165388849681,7,Joe8Bit,0
179,1.611464546771611e-05,14,0.057481527582346044,19.93226051764077,20,frankodoom,0
180,9.155512056366341e-06,4,0.20287635817390867,4.992848902946777,5,lxchavez,0
181,9.155512056366341e-06,16,0.05816495585322152,18.950007667578916,19,sjwilliams,0
182,9.155512056366341e-06,16,0.033654333643521925,38.868952139934656,39,YunzhuLi,1
183,9.155512056366341e-06,3,0.3333333333333333,3.0,3,chenlongqiang,0
184,7.758280997587388e-05,30,0.020794940777508916,60.89129165955816,61,surunzi,0
185,9.155512056366341e-06,21,0.040175673838459026,27.945551235895568,28,poudel,0
186,9.155512056366341e-06,3,0.3333333333333333,3.0,3,Daaaaad,0
187,9.155512056366341e-06,3,0.3333333333333333,3.0,3,boxabirds,1
188,9.155512056366341e-06,1,1.0,1.0,1,Graphettion,0
189,1.061498661699307e-05,3,0.3333333333333333,3.0,3,szenekonzept,0
190,9.155512056366341e-06,6,0.12247345748999187,8.953306878306877,9,nicolsc,0
191,9.155512056366341e-06,2,0.5019361006113411,1.9980674354526622,2,Kingson4Wu,0
192,9.155512056366341e-06,12,0.0649912481320784,15.980914100552996,16,iamKael,0
193,9.155512056366341e-06,14,0.05883066813491812,17.9728643932118,18,findingsea,0
194,9.155512056366341e-06,17,0.047570270653047586,24.919116038743233,25,redaxmedia,0
195,9.155512056366341e-06,2,0.5,2.0,2,r3dcrosse,0
196,9.155512056366341e-06,1,1.0,1.0,1,amoose136,1
197,9.155512056366341e-06,20,0.03654366849351886,39.811650927428104,40,osmangoninahid,0
198,9.155512056366341e-06,5,0.2302808319376436,4.927248281421438,5,eparejatobes,0
199,9.155512056366341e-06,2,0.5022118944570058,1.9977926762330434,2,craigrshenton,1
200,9.155512056366341e-06,8,0.13161567055530282,7.974304937753853,8,thierrymichel,0
201,9.155512056366341e-06,15,0.0596275611675067,22.841487512347925,23,dikyarga,0
202,9.155512056366341e-06,3,0.3333333333333333,3.0,3,saeedtabrizi,0
203,9.155512056366341e-06,13,0.07843349522570747,12.990352854309263,13,mikaelkaron,0
204,9.155512056366341e-06,1,1.0,1.0,1,Solicite,0
205,9.155512056366341e-06,10,0.10116881050679755,9.99418708910288,10,F36,1
206,9.155512056366341e-06,3,0.3333333333333333,3.0,3,chenxuhao,1
207,9.155512056366341e-06,2,0.5,2.0,2,HiDAl,0
208,9.155512056366341e-06,4,0.2889930555555555,5.708333333333333,6,kasiditi,0
209,9.155512056366341e-06,1,1.0,1.0,1,thisismydesign,1
210,9.155512056366341e-06,5,0.21659002572474217,4.960435982602143,5,summerwang0915,0
211,9.155512056366341e-06,1,1.0,1.0,1,lupengkai,0
212,9.155512056366341e-06,2,0.5016841851371091,1.9983184702056684,2,jiangxtx,0
213,9.155512056366341e-06,6,0.1251744177479413,7.999303056140947,8,hanyeliu,1
214,2.4742665940129922e-05,6,0.16854050555833056,5.994440326167531,6,lijiannuist,1
215,9.155512056366341e-06,6,0.17365178071585938,6.900408453979883,7,AghilesAzzoug,1
216,9.155512056366341e-06,6,0.14416542230552581,6.995472552348613,7,karel-3d,0
217,9.155512056366341e-06,1,1.0,1.0,1,SeanJia,1
218,9.155512056366341e-06,19,0.032639495637123886,34.93712025252323,35,ilija139,1
219,9.155512056366341e-06,21,0.030764694996017576,35.95431495092042,36,ahmedalaahagag,0
220,9.155512056366341e-06,1,1.0,1.0,1,chenxy99,1
221,9.155512056366341e-06,1,1.0,1.0,1,Cristian006,0
222,9.155512056366341e-06,4,0.25,4.0,4,dedevillela,0
223,9.155512056366341e-06,7,0.12734872871065286,8.93215546389442,9,NoahOrberg,0
224,9.155512056366341e-06,7,0.14409711945426845,6.995676678932005,7,panda020111,0
225,9.155512056366341e-06,1,1.0,1.0,1,caddyliu,0
226,9.155512056366341e-06,3,0.3416452282831394,2.987753679089165,3,rdspring1,1
227,9.155512056366341e-06,8,0.1010360361535214,9.994878438294753,10,itsJASPERr,0
228,9.155512056366341e-06,13,0.052743928228873325,18.998938162340856,19,Drunkar,0
229,9.155512056366341e-06,1,1.0,1.0,1,rousseauo,0
230,9.155512056366341e-06,20,0.04483055862410077,22.9848082839284,23,rqbazan,0
231,9.155512056366341e-06,4,0.20137353637894742,5.908491481525486,6,iamnapo,0
232,9.231067252948006e-06,14,0.04739988896488589,22.961493933201236,23,cowlicks,1
233,9.155512056366341e-06,3,0.3427854938271605,3.8472222222222223,4,ed-george,0
234,9.155512056366341e-06,1,1.0,1.0,1,tessavdheiden,1
235,1.0087818936741818e-05,8,0.11608500864917545,8.978853872762613,9,juliotorresmoreno,0
236,9.155512056366341e-06,7,0.14918696740953194,6.978389761030564,7,mfilej,0
237,1.0001933706702485e-05,3,0.3333333333333333,3.0,3,MilindaLaknath,1
238,9.155512056366341e-06,1,1.0,1.0,1,antonov,0
239,2.8248132559255186e-05,22,0.025606222870927293,51.85876810604837,52,hjanime,1
240,9.155512056366341e-06,18,0.03649983921749776,28.97365723714917,29,meyskens,0
241,9.155512056366341e-06,11,0.09071332081014034,11.957768277763858,12,lazarofl,0
242,9.155512056366341e-06,14,0.06873218939522366,16.92489377221334,17,lmm0591,0
243,9.155512056366341e-06,9,0.09344011044697982,10.986536796946357,11,mattdennewitz,0
244,9.155512056366341e-06,10,0.0998118249547685,10.95274592170435,11,Gdewilde,0
245,9.155512056366341e-06,1,1.0,1.0,1,ZhengshengWei,1
246,9.155512056366341e-06,8,0.11340734848518313,8.989791222620054,9,petitspois,0
247,9.155512056366341e-06,1,1.0,1.0,1,lymhust,1
248,9.155512056366341e-06,3,0.3333333333333333,3.0,3,suliang,0
249,9.155512056366341e-06,1,1.0,1.0,1,MeteALANLI,0
250,9.155512056366341e-06,3,0.3335498922265112,2.999675252322665,3,olohmann,0
251,9.155512056366341e-06,2,0.5,2.0,2,McKenzieJDan,0
252,9.155512056366341e-06,1,1.0,1.0,1,mar-bi,0
253,3.885775636901752e-05,21,0.027064947024241833,44.90759146068931,45,kaochenlong,0
254,9.155512056366341e-06,4,0.2608639114679338,3.979140234017058,4,herbat73,0
255,9.213157873017535e-06,8,0.11354497884166204,8.989395378284268,9,ihorzenich,0
256,9.155512056366341e-06,2,0.5,2.0,2,jlilja,0
257,9.155512056366341e-06,3,0.33285391016951577,3.8656655301510896,4,gon250,0
258,9.155512056366341e-06,5,0.17242283950617282,5.983333333333333,6,loic-sharma,0
259,9.155512056366341e-06,2,0.5,2.0,2,GTmac,1
260,1.1208665592225642e-05,8,0.1132235521103159,8.990668552978866,9,apetresc,1
261,1.3757712691549557e-05,11,0.09696429359475833,10.968563764408431,11,nicktoumpelis,0
262,9.155512056366341e-06,9,0.11631846176294068,8.977169985465219,9,dweekly,1
263,9.155512056366341e-06,2,0.5,2.0,2,brandon-beacher,0
264,9.155512056366341e-06,11,0.09112020515545363,12.91450851569121,13,luismendozamx,0
265,9.155512056366341e-06,9,0.0972344929629871,11.926972362032451,12,jumbosushi,0
266,9.155512056366341e-06,10,0.1095409216085838,10.906023766210927,11,anilozmen,0
267,9.155512056366341e-06,1,1.0,1.0,1,prashanthbasani,1
268,9.155512056366341e-06,2,0.5,2.0,2,rodionovp,1
269,9.155512056366341e-06,15,0.06692928122770402,17.90745981921671,18,naupaka,0
270,9.155512056366341e-06,4,0.20000000000000004,5.0,5,not-for-me,0
271,9.155512056366341e-06,2,0.5289425329360394,1.9716450216450216,2,jmgirard,1
272,9.155512056366341e-06,5,0.20011046830911516,4.999723953759748,5,ecrider,0
273,9.155512056366341e-06,10,0.09278996989840432,10.989817282944482,11,ding-hai,1
274,9.155512056366341e-06,6,0.16686221816212768,5.9994137257959945,6,rkyymmt,0
275,9.155512056366341e-06,5,0.20477189260760933,4.988244065622355,5,guillaumerose,0
276,9.155512056366341e-06,7,0.14378080321433284,6.99677766660359,7,nevernet,0
277,9.155512056366341e-06,16,0.04455834679044554,23.968761979027313,24,priyatam,0
278,9.155512056366341e-06,13,0.06426145850753871,15.986257688932648,16,ganesharulanantham,0
279,9.155512056366341e-06,4,0.2505059752209964,4.898800627891799,5,justein,1
280,9.155512056366341e-06,2,0.5,2.0,2,eoinsha,0
281,0.0001047087809657482,16,0.04229444610887119,24.974154115840147,25,skyhitblog,0
282,9.155512056366341e-06,10,0.059084994998208934,16.997798950850886,17,ashish1500616,1
283,9.155512056366341e-06,1,1.0,1.0,1,alberto-hortelano,0
284,9.155512056366341e-06,11,0.09200701823863795,10.993994331079888,11,felipesabino,0
285,2.593963115286541e-05,7,0.14419119935491187,6.995342944799382,7,saifeiLee,0
286,9.155512056366341e-06,2,0.5,2.0,2,Guzpenha,1
287,9.155512056366341e-06,4,0.25,4.0,4,a-dabrowski,0
288,9.155512056366341e-06,3,0.2518936506938506,3.9962293144208036,4,AotY,0
289,9.155512056366341e-06,1,1.0,1.0,1,scanfyu,1
290,9.155512056366341e-06,1,1.0,1.0,1,thunderrun,0
291,3.565092815360299e-05,5,0.14285714285714285,7.0,7,splorp,0
292,9.155512056366341e-06,1,1.0,1.0,1,actionsmile,0
293,9.155512056366341e-06,5,0.21453896604938275,4.965277777777778,5,johngriffin,1
294,9.155512056366341e-06,3,0.3644782119583771,2.9550597250394413,3,felixhorro,0
295,9.155512056366341e-06,4,0.2529478220374992,3.9941505918579914,4,larc000,0
296,9.155512056366341e-06,10,0.07293138880557447,16.895862152912102,17,arashm,0
297,9.155512056366341e-06,12,0.08899046840449866,14.855934559966817,15,regalius,1
298,9.231067252948006e-06,19,0.03305670812768182,33.94933750882934,34,akatrevorjay,0
299,9.155512056366341e-06,1,1.0,1.0,1,aglupotto,1
300,9.155512056366341e-06,3,0.25,4.0,4,levindoneto,0
301,9.155512056366341e-06,6,0.14285714285714285,7.0,7,milesgranger,0
302,9.155512056366341e-06,7,0.14422288108203096,6.995237878658114,7,AlixChiong,0
303,9.155512056366341e-06,8,0.13123045512868836,7.975709507767401,8,KinglittleQ,1
304,9.155512056366341e-06,3,0.3333333333333333,3.0,3,asanka94,0
305,9.155512056366341e-06,9,0.09667321050163388,11.93595471249336,12,cakecatz,0
306,9.155512056366341e-06,1,1.0,1.0,1,stringariSM,0
307,9.155512056366341e-06,3,0.3575186174855224,2.9651307596513075,3,liuganggang,0
308,9.443741139622319e-06,30,0.01523397290045499,81.92361419116024,82,kinvix,0
309,9.155512056366341e-06,15,0.05616441581755537,18.969267464720158,19,MarkBennett,0
310,9.50263383462926e-06,5,0.20330410616989206,4.991790586421118,5,mafairnet,0
311,9.155512056366341e-06,16,0.05492292610003554,18.979451372003933,19,davequick,0
312,1.4616656012580414e-05,3,0.3333333333333333,3.0,3,carolove,1
313,9.155512056366341e-06,4,0.29858352317151504,3.9084945448929296,4,Roma36,0
314,9.155512056366341e-06,10,0.09181209005546549,11.951324815751866,12,jordanpapaleo,0
315,9.155512056366341e-06,3,0.3333333333333333,3.0,3,soutik,1
316,9.155512056366341e-06,5,0.21622492964716344,4.960779531903399,5,dmente03,0
317,9.155512056366341e-06,3,0.3333333333333333,3.0,3,stevenlr,0
318,9.155512056366341e-06,4,0.200990017491107,4.997539829490069,5,ebertti,0
319,9.155512056366341e-06,7,0.12040087398561795,8.962071149499701,9,lsd,0
320,9.155512056366341e-06,11,0.07114942421968273,14.967701759554584,15,miho,0
321,9.155512056366341e-06,29,0.023957113461253145,44.96341718929961,45,javiercejudo,0
322,9.155512056366341e-06,2,0.3333333333333333,3.0,3,seik,0
323,9.155512056366341e-06,7,0.1378734945463247,7.9509943767031785,8,romanslonov,0
324,9.155512056366341e-06,4,0.2566702430118988,3.9868775108357952,4,Liweimin0512,0
325,9.155512056366341e-06,8,0.12886104630835263,7.985329861111111,8,Jyothsnasrinivas,1
326,9.155512056366341e-06,26,0.02084428290091975,49.979852274486014,50,boneskull,0
327,9.587855681250307e-06,5,0.20000000000000004,5.0,5,artisonian,0
328,9.155512056366341e-06,3,0.3633906852473149,2.9576014706063343,3,jkusachi,0
329,9.155512056366341e-06,1,1.0,1.0,1,RodrigoCS,0
330,9.155512056366341e-06,2,0.5,2.0,2,kgaut,0
331,9.155512056366341e-06,1,1.0,1.0,1,MrShininnnnn,1
332,1.5807774853420335e-05,27,0.025348152026960776,43.947552107744734,44,TrueMoein,0
333,9.155512056366341e-06,9,0.07783986222038512,12.994253142764082,13,aoberoi,0
334,9.155512056366341e-06,3,0.3333333333333333,3.0,3,JacobOscarson,0
335,9.155512056366341e-06,23,0.03279852072701323,32.96131516943374,33,cwilgenhoff,0
336,9.155512056366341e-06,8,0.12713440120180924,7.991613420816735,8,keilw,0
337,9.155512056366341e-06,24,0.024468263708758792,46.938044650805786,47,JuIioCesar,1
338,9.565100753624835e-06,7,0.10484608522821343,9.9769938167859,10,bukosabino,1
339,9.155512056366341e-06,6,0.16666666666666669,6.0,6,jack4it,0
340,9.155512056366341e-06,5,0.20931410281244492,4.977739154686983,5,FrontMage,0
341,9.155512056366341e-06,7,0.125,8.0,8,arrygoo,0
342,9.155512056366341e-06,7,0.14323240411440585,6.998689104181587,7,mattwoodnyc,0
343,2.508413853098509e-05,12,0.050954436791882635,19.990678628221023,20,emmericp,0
344,9.155512056366341e-06,4,0.2529852672991452,3.9940978953973083,4,Torreshan,1
345,9.155512056366341e-06,9,0.10472891391613308,10.940992597348206,11,penberg,0
346,1.044558773194812e-05,9,0.11183060062813693,8.996793084216398,9,hallahan,0
347,9.155512056366341e-06,5,0.20057303969743553,4.998570248962186,5,gravataLonga,0
348,9.155512056366341e-06,6,0.1672285482820579,5.998319327731092,6,SabraAS,0
